acct,utc_date,num_courses_visited,total_minutes_visited,lessons_completed,projects_completed
260,2015/5/20,2,72 ,1,0
260,2015/5/21,1,35 ,0,0
260,2015/5/22,1,7 ,0,0
260,2015/5/23,2,129 ,1,0
260,2015/5/24,1,11 ,0,0
260,2015/5/25,0,0 ,0,0
260,2015/5/26,2,61 ,0,0
260,2015/5/27,1,4 ,0,0
260,2015/5/28,0,0 ,0,0
260,2015/5/29,2,119 ,0,0
260,2015/5/30,0,0 ,0,0
260,2015/5/31,1,48 ,1,0
260,2015/6/1,1,30 ,0,0
260,2015/6/2,1,15 ,0,0
260,2015/6/3,1,6 ,0,0
260,2015/6/4,0,0 ,0,0
260,2015/6/5,1,10 ,1,0
260,2015/6/6,0,0 ,0,0
260,2015/6/7,2,31 ,0,0
260,2015/6/8,1,10 ,0,0
260,2015/6/9,1,11 ,0,0
260,2015/6/10,1,95 ,1,0
260,2015/6/11,1,26 ,0,0
260,2015/6/12,1,11 ,0,0
260,2015/6/13,1,72 ,0,0
260,2015/6/14,1,9 ,0,0
260,2015/6/15,0,0 ,0,0
260,2015/6/16,0,0 ,0,0
260,2015/6/17,0,0 ,0,0
260,2015/6/18,0,0 ,0,0
260,2015/6/19,0,0 ,0,0
260,2015/6/20,0,0 ,0,0
260,2015/6/21,0,0 ,0,0
260,2015/6/22,0,0 ,0,0
260,2015/6/23,0,0 ,0,0
260,2015/6/24,0,0 ,0,0
260,2015/6/25,0,0 ,0,0
260,2015/6/26,0,0 ,0,0
260,2015/6/27,0,0 ,0,0
260,2015/6/28,0,0 ,0,0
260,2015/6/29,0,0 ,0,0
260,2015/6/30,1,5 ,0,0
260,2015/7/1,0,0 ,0,0
260,2015/7/2,0,0 ,0,0
260,2015/7/3,0,0 ,0,0
260,2015/7/4,1,17 ,0,0
260,2015/7/5,0,0 ,0,0
260,2015/7/6,0,0 ,0,0
260,2015/7/7,0,0 ,0,0
260,2015/7/8,0,0 ,0,0
260,2015/7/9,0,0 ,0,0
260,2015/7/10,0,0 ,0,0
260,2015/7/11,0,0 ,0,0
260,2015/7/12,1,16 ,0,0
260,2015/7/13,1,9 ,0,0
260,2015/7/14,0,0 ,0,0
260,2015/7/15,0,0 ,0,0
260,2015/7/16,0,0 ,0,0
260,2015/7/17,1,45 ,0,0
260,2015/7/18,1,20 ,1,0
260,2015/7/19,1,69 ,1,0
260,2015/7/20,0,0 ,0,0
260,2015/7/21,0,0 ,0,0
260,2015/7/22,1,32 ,1,0
260,2015/7/23,1,38 ,0,0
260,2015/7/24,0,0 ,0,0
260,2015/7/25,0,0 ,0,0
260,2015/7/27,0,0 ,0,0
260,2015/7/28,0,0 ,0,0
260,2015/7/29,1,173 ,0,0
260,2015/7/30,0,0 ,0,0
260,2015/7/31,0,0 ,0,0
260,2015/8/1,0,0 ,0,0
260,2015/8/2,0,0 ,0,0
260,2015/8/3,0,0 ,0,0
260,2015/8/4,0,0 ,0,0
260,2015/8/5,0,0 ,0,0
260,2015/8/6,0,0 ,0,0
260,2015/8/7,0,0 ,0,0
260,2015/8/8,0,0 ,0,0
260,2015/8/9,1,82 ,1,0
260,2015/8/10,2,54 ,1,0
260,2015/8/11,1,28 ,0,0
260,2015/8/12,0,0 ,0,0
260,2015/8/13,0,0 ,0,0
260,2015/8/14,0,0 ,0,0
260,2015/8/15,0,0 ,0,0
260,2015/8/16,1,12 ,0,0
260,2015/8/17,1,5 ,0,0
260,2015/8/18,0,0 ,0,0
260,2015/8/19,0,0 ,0,0
260,2015/8/20,0,0 ,0,0
260,2015/8/21,0,0 ,0,0
260,2015/8/22,0,0 ,0,0
260,2015/8/23,0,0 ,0,0
260,2015/8/24,2,15 ,0,0
260,2015/8/25,0,0 ,0,0
260,2015/8/26,0,0 ,0,0
260,2015/8/27,0,0 ,0,0
261,2014/11/16,0,0 ,0,0
261,2014/11/17,0,0 ,0,0
261,2014/11/18,0,0 ,0,0
261,2014/11/19,0,0 ,0,0
261,2014/11/20,0,0 ,0,0
261,2014/11/21,0,0 ,0,0
261,2014/11/22,0,0 ,0,0
261,2014/11/23,0,0 ,0,0
261,2014/11/24,1,107 ,0,0
261,2014/11/25,1,60 ,1,0
261,2014/11/26,0,0 ,0,0
261,2014/11/27,0,0 ,0,0
261,2014/11/28,0,0 ,0,0
261,2014/11/29,0,0 ,0,0
261,2014/11/30,0,0 ,0,0
261,2014/12/1,0,0 ,0,0
261,2014/12/2,0,0 ,0,0
261,2014/12/3,0,0 ,0,0
261,2014/12/4,1,90 ,1,0
261,2014/12/5,0,0 ,0,0
261,2014/12/6,0,0 ,0,0
261,2014/12/7,0,0 ,0,0
261,2014/12/8,0,0 ,0,0
261,2014/12/9,0,0 ,0,0
261,2014/12/10,1,259 ,1,0
261,2014/12/11,1,90 ,1,0
261,2014/12/12,0,0 ,0,0
261,2014/12/13,0,0 ,0,0
261,2014/12/14,0,0 ,0,0
261,2014/12/15,0,0 ,0,0
261,2014/12/16,0,0 ,0,0
261,2014/12/17,0,0 ,0,0
261,2014/12/18,1,45 ,0,0
261,2014/12/19,1,147 ,2,0
261,2014/12/20,1,70 ,1,0
261,2014/12/21,1,42 ,1,0
261,2014/12/22,1,81 ,1,0
261,2014/12/23,2,105 ,0,0
261,2014/12/24,0,0 ,0,0
261,2014/12/25,0,0 ,0,0
261,2014/12/26,0,0 ,0,0
261,2014/12/27,0,0 ,0,0
261,2014/12/28,0,0 ,0,0
261,2014/12/29,1,7 ,0,0
261,2014/12/30,2,63 ,0,0
261,2014/12/31,1,35 ,0,0
261,2015/1/1,0,0 ,0,0
261,2015/1/2,0,0 ,0,0
261,2015/1/3,0,0 ,0,0
261,2015/1/4,0,0 ,0,0
261,2015/1/5,0,0 ,0,0
261,2015/1/6,1,167 ,1,0
261,2015/1/7,1,76 ,2,0
261,2015/1/8,1,258 ,1,0
261,2015/1/9,1,97 ,0,0
261,2015/1/10,0,0 ,0,0
261,2015/1/11,0,0 ,0,0
261,2015/1/12,0,0 ,0,1
261,2015/1/13,0,0 ,0,0
261,2015/1/14,0,0 ,0,0
261,2015/1/15,0,0 ,0,0
261,2015/1/16,0,0 ,0,0
261,2015/1/17,0,0 ,0,0
261,2015/1/18,0,0 ,0,0
261,2015/1/19,0,0 ,0,0
261,2015/1/20,0,0 ,0,0
261,2015/1/21,0,0 ,0,0
261,2015/1/22,0,0 ,0,0
261,2015/1/23,0,0 ,0,0
261,2015/1/24,0,0 ,0,0
261,2015/1/25,1,8 ,1,0
261,2015/1/26,0,0 ,0,0
261,2015/1/27,0,0 ,0,0
261,2015/1/28,0,0 ,0,0
261,2015/1/29,0,0 ,0,0
261,2015/1/30,0,0 ,0,0
261,2015/1/31,0,0 ,0,0
261,2015/2/1,0,0 ,0,0
261,2015/2/2,0,0 ,0,0
261,2015/2/3,0,0 ,0,0
261,2015/2/4,0,0 ,0,0
261,2015/2/5,0,0 ,0,0
261,2015/2/6,0,0 ,0,0
261,2015/2/7,0,0 ,0,0
261,2015/2/8,0,0 ,0,0
261,2015/2/9,0,0 ,0,0
261,2015/2/10,0,0 ,0,0
261,2015/2/11,0,0 ,0,0
261,2015/2/12,0,0 ,0,0
261,2015/2/13,0,0 ,0,0
261,2015/2/14,0,0 ,0,0
261,2015/2/15,0,0 ,0,0
261,2015/2/16,0,0 ,0,0
261,2015/2/17,0,0 ,0,0
261,2015/2/18,0,0 ,0,0
261,2015/2/19,0,0 ,0,0
261,2015/2/20,0,0 ,0,0
261,2015/2/21,0,0 ,0,0
261,2015/2/22,0,0 ,0,0
262,2015/4/24,0,0 ,0,0
262,2015/4/25,0,0 ,0,0
262,2015/4/26,0,0 ,0,0
262,2015/4/27,0,0 ,0,0
262,2015/4/28,0,0 ,0,0
262,2015/4/29,1,42 ,0,0
262,2015/4/30,0,0 ,0,0
262,2015/5/1,0,0 ,0,0
262,2015/5/2,0,0 ,0,0
262,2015/5/3,0,0 ,0,0
262,2015/5/4,1,26 ,0,0
262,2015/5/5,0,0 ,0,0
262,2015/5/6,0,0 ,0,0
262,2015/5/7,0,0 ,0,0
262,2015/5/8,0,0 ,0,0
262,2015/5/9,0,0 ,0,0
262,2015/5/10,0,0 ,0,0
262,2015/5/11,0,0 ,0,1
262,2015/5/12,0,0 ,0,0
262,2015/5/13,1,4 ,0,0
262,2015/5/14,0,0 ,0,0
262,2015/5/15,0,0 ,0,0
262,2015/5/16,0,0 ,0,0
262,2015/5/17,0,0 ,0,0
262,2015/5/18,0,0 ,0,0
262,2015/5/19,0,0 ,0,0
262,2015/5/20,0,0 ,0,0
262,2015/5/21,1,39 ,0,0
262,2015/5/22,0,0 ,0,0
262,2015/5/23,0,0 ,0,0
262,2015/5/24,0,0 ,0,0
262,2015/5/25,0,0 ,0,0
262,2015/5/26,0,0 ,0,0
262,2015/5/27,0,0 ,0,0
262,2015/5/28,0,0 ,0,0
262,2015/5/29,1,50 ,2,0
262,2015/5/30,0,0 ,0,0
262,2015/5/31,0,0 ,0,0
262,2015/6/1,0,0 ,0,0
262,2015/6/2,0,0 ,0,0
262,2015/6/3,0,0 ,0,0
262,2015/6/4,0,0 ,0,0
262,2015/6/5,1,36 ,0,0
262,2015/6/6,0,0 ,0,0
262,2015/6/7,0,0 ,0,0
262,2015/6/8,0,0 ,0,0
262,2015/6/9,0,0 ,0,0
262,2015/6/10,0,0 ,0,0
262,2015/6/11,0,0 ,0,0
262,2015/6/12,1,26 ,0,0
262,2015/6/13,0,0 ,0,0
262,2015/6/14,0,0 ,0,0
262,2015/6/15,0,0 ,0,0
262,2015/6/16,0,0 ,0,0
262,2015/6/17,0,0 ,0,0
262,2015/6/18,1,5 ,0,0
262,2015/6/19,1,82 ,1,0
262,2015/6/20,0,0 ,0,0
262,2015/6/21,0,0 ,0,0
262,2015/6/22,0,0 ,0,0
262,2015/6/23,0,0 ,0,0
262,2015/6/24,0,0 ,0,0
262,2015/6/25,0,0 ,0,0
262,2015/6/26,1,5 ,0,0
262,2015/6/27,0,0 ,0,0
262,2015/6/28,0,0 ,0,0
262,2015/6/29,0,0 ,0,0
262,2015/6/30,0,0 ,0,0
262,2015/7/1,0,0 ,0,0
262,2015/7/2,0,0 ,0,0
262,2015/7/3,0,0 ,0,0
262,2015/7/4,0,0 ,0,0
262,2015/7/5,0,0 ,0,0
262,2015/7/6,0,0 ,0,0
262,2015/7/7,0,0 ,0,0
262,2015/7/8,0,0 ,0,0
262,2015/7/9,0,0 ,0,0
262,2015/7/10,2,43 ,2,0
262,2015/7/11,0,0 ,0,0
262,2015/7/12,0,0 ,0,0
262,2015/7/13,0,0 ,0,0
262,2015/7/14,0,0 ,0,0
262,2015/7/15,0,0 ,0,0
262,2015/7/16,0,0 ,0,0
262,2015/7/17,1,50 ,1,0
262,2015/7/18,0,0 ,0,0
262,2015/7/19,0,0 ,0,0
262,2015/7/20,0,0 ,0,0
262,2015/7/21,0,0 ,0,0
262,2015/7/22,0,0 ,0,0
262,2015/7/23,1,19 ,1,0
262,2015/7/24,1,50 ,0,0
262,2015/7/25,0,0 ,0,0
262,2015/7/27,0,0 ,0,0
262,2015/7/28,1,71 ,1,0
262,2015/7/29,1,37 ,1,0
262,2015/7/30,0,0 ,0,0
262,2015/7/31,1,9 ,0,0
262,2015/8/1,0,0 ,0,0
262,2015/8/2,0,0 ,0,0
262,2015/8/3,0,0 ,0,0
262,2015/8/4,0,0 ,0,0
262,2015/8/5,0,0 ,0,0
262,2015/8/6,0,0 ,0,0
262,2015/8/7,0,0 ,0,0
262,2015/8/8,0,0 ,0,0
262,2015/8/9,0,0 ,0,0
262,2015/8/10,0,0 ,0,0
262,2015/8/11,0,0 ,0,0
262,2015/8/12,0,0 ,0,0
262,2015/8/13,0,0 ,0,0
262,2015/8/14,0,0 ,0,0
262,2015/8/15,0,0 ,0,0
262,2015/8/16,0,0 ,0,0
262,2015/8/17,0,0 ,0,0
262,2015/8/18,0,0 ,0,0
262,2015/8/19,0,0 ,0,0
262,2015/8/20,0,0 ,0,0
262,2015/8/21,0,0 ,0,0
262,2015/8/22,0,0 ,0,0
262,2015/8/23,0,0 ,0,0
262,2015/8/24,0,0 ,0,0
262,2015/8/25,0,0 ,0,0
262,2015/8/26,0,0 ,0,0
262,2015/8/27,0,0 ,0,0
263,2015/1/10,1,2 ,0,0
263,2015/1/11,0,0 ,0,0
263,2015/1/12,1,2 ,0,0
263,2015/1/13,0,0 ,0,0
263,2015/1/14,0,0 ,0,0
263,2015/1/15,1,95 ,0,0
263,2015/1/16,1,46 ,0,0
263,2015/1/17,1,76 ,1,0
263,2015/1/18,1,37 ,0,0
263,2015/1/19,1,82 ,1,0
263,2015/1/20,1,123 ,1,0
263,2015/1/21,0,0 ,0,0
263,2015/1/22,0,0 ,0,0
263,2015/1/23,1,91 ,1,0
263,2015/1/24,1,282 ,2,0
263,2015/1/25,1,58 ,0,0
263,2015/1/26,2,130 ,0,0
263,2015/1/27,2,276 ,1,0
263,2015/1/28,3,130 ,0,0
263,2015/1/29,1,212 ,1,0
263,2015/1/30,0,0 ,0,0
263,2015/1/31,0,0 ,0,0
263,2015/2/1,0,0 ,0,0
263,2015/2/2,0,0 ,0,0
263,2015/2/3,0,0 ,0,0
263,2015/2/4,0,0 ,0,0
263,2015/2/5,0,0 ,0,0
263,2015/2/6,0,0 ,0,0
263,2015/2/7,2,292 ,2,0
263,2015/2/8,1,401 ,0,0
263,2015/2/9,1,16 ,0,0
263,2015/2/10,0,0 ,0,0
263,2015/2/11,1,16 ,0,0
263,2015/2/12,0,0 ,0,0
263,2015/2/13,0,0 ,0,0
263,2015/2/14,0,0 ,0,0
263,2015/2/15,0,0 ,0,0
263,2015/2/16,0,0 ,0,0
263,2015/2/17,0,0 ,0,0
263,2015/2/18,0,0 ,0,0
263,2015/2/19,1,297 ,3,0
263,2015/2/20,1,13 ,0,0
263,2015/2/21,1,141 ,2,0
263,2015/2/22,0,0 ,0,0
263,2015/2/23,1,238 ,3,0
263,2015/2/24,2,250 ,1,0
263,2015/2/25,1,95 ,0,0
263,2015/2/26,1,79 ,1,0
263,2015/2/27,1,103 ,0,0
263,2015/2/28,1,27 ,1,0
263,2015/3/1,2,89 ,0,0
263,2015/3/2,0,0 ,0,0
263,2015/3/3,0,0 ,0,0
263,2015/3/4,0,0 ,0,0
263,2015/3/5,0,0 ,0,0
263,2015/3/6,0,0 ,0,0
263,2015/3/7,0,0 ,0,0
263,2015/3/8,0,0 ,0,0
263,2015/3/9,0,0 ,0,0
263,2015/3/10,1,9 ,0,0
263,2015/3/11,1,4 ,0,0
263,2015/3/12,0,0 ,0,0
263,2015/3/13,0,0 ,0,0
263,2015/3/14,0,0 ,0,0
263,2015/3/15,0,0 ,0,0
263,2015/3/16,0,0 ,0,0
263,2015/3/17,0,0 ,0,0
263,2015/3/18,0,0 ,0,0
263,2015/3/19,1,6 ,0,0
263,2015/3/20,0,0 ,0,0
263,2015/3/21,0,0 ,0,0
263,2015/3/22,0,0 ,0,0
263,2015/3/23,0,0 ,0,0
263,2015/3/24,0,0 ,0,0
263,2015/3/25,0,0 ,0,0
263,2015/3/26,0,0 ,0,0
263,2015/3/27,0,0 ,0,0
263,2015/3/28,0,0 ,0,0
263,2015/3/29,0,0 ,0,0
263,2015/3/30,0,0 ,0,1
263,2015/3/31,0,0 ,0,0
263,2015/4/1,0,0 ,0,0
263,2015/4/2,0,0 ,0,0
263,2015/4/3,0,0 ,0,0
263,2015/4/4,0,0 ,0,0
263,2015/4/5,1,2 ,0,0
263,2015/4/6,0,0 ,0,0
263,2015/4/7,0,0 ,0,0
263,2015/4/8,0,0 ,0,0
263,2015/4/9,0,0 ,0,0
263,2015/4/10,0,0 ,0,0
263,2015/4/11,1,166 ,2,0
263,2015/4/12,1,24 ,1,0
263,2015/4/13,1,6 ,0,0
263,2015/4/14,1,88 ,2,0
263,2015/4/15,0,0 ,0,0
263,2015/4/16,0,0 ,0,0
263,2015/6/1,1,22 ,0,0
263,2015/6/2,0,0 ,0,0
263,2015/6/3,1,7 ,0,0
263,2015/6/4,1,5 ,0,0
263,2015/6/5,0,0 ,0,0
263,2015/6/6,0,0 ,0,0
263,2015/6/7,0,0 ,0,0
263,2015/6/8,0,0 ,0,0
263,2015/6/9,0,0 ,0,0
263,2015/6/10,0,0 ,0,0
263,2015/6/11,0,0 ,0,0
263,2015/6/12,0,0 ,0,0
263,2015/6/13,1,11 ,0,0
263,2015/6/14,0,0 ,0,0
263,2015/6/15,0,0 ,0,0
263,2015/6/16,1,18 ,0,0
263,2015/6/17,1,7 ,0,0
263,2015/6/18,0,0 ,0,0
263,2015/6/19,0,0 ,0,0
263,2015/6/20,0,0 ,0,0
263,2015/6/21,0,0 ,0,0
263,2015/6/22,0,0 ,0,0
263,2015/6/23,0,0 ,0,0
263,2015/6/24,0,0 ,0,0
263,2015/6/25,1,8 ,0,0
263,2015/6/26,1,23 ,0,0
263,2015/6/27,1,49 ,1,0
263,2015/6/28,1,181 ,3,0
263,2015/6/29,0,0 ,0,0
263,2015/6/30,0,0 ,0,0
263,2015/7/1,0,0 ,0,0
263,2015/7/2,0,0 ,0,0
263,2015/7/3,0,0 ,0,0
263,2015/7/4,0,0 ,0,0
263,2015/7/5,0,0 ,0,0
263,2015/7/6,0,0 ,0,0
263,2015/7/7,0,0 ,0,0
263,2015/8/13,3,189 ,2,0
263,2015/8/14,2,66 ,0,0
263,2015/8/15,2,53 ,0,0
263,2015/8/16,0,0 ,0,0
263,2015/8/17,2,35 ,0,0
263,2015/8/18,1,74 ,0,0
263,2015/8/19,1,154 ,0,0
263,2015/8/20,1,50 ,0,0
263,2015/8/21,1,39 ,0,0
263,2015/8/22,1,46 ,0,0
263,2015/8/23,1,7 ,0,0
263,2015/8/24,0,0 ,0,0
263,2015/8/25,0,0 ,0,0
263,2015/8/26,0,0 ,0,0
263,2015/8/27,0,0 ,0,0
264,2014/12/3,1,39 ,0,0
264,2014/12/4,1,5 ,0,0
264,2014/12/5,2,60 ,0,0
264,2014/12/6,1,8 ,0,0
264,2014/12/7,0,0 ,0,0
264,2014/12/8,0,0 ,0,0
264,2014/12/9,0,0 ,0,0
264,2014/12/10,0,0 ,0,0
264,2014/12/11,2,38 ,0,0
264,2014/12/12,0,0 ,0,0
264,2014/12/13,1,15 ,0,0
264,2014/12/14,3,287 ,1,0
264,2014/12/15,4,282 ,1,0
264,2014/12/16,2,65 ,0,0
264,2014/12/17,2,269 ,1,0
264,2014/12/18,0,0 ,0,0
264,2014/12/19,0,0 ,0,0
264,2014/12/20,1,151 ,1,0
264,2014/12/21,1,3 ,0,0
264,2014/12/22,1,40 ,0,0
264,2014/12/23,0,0 ,0,0
264,2014/12/24,1,24 ,0,0
264,2014/12/25,1,162 ,0,0
264,2014/12/26,1,74 ,0,0
264,2014/12/27,3,221 ,0,0
264,2014/12/28,3,119 ,2,0
264,2014/12/29,1,138 ,0,0
264,2014/12/30,1,157 ,0,0
264,2014/12/31,1,99 ,1,0
264,2015/1/1,3,320 ,0,0
264,2015/1/2,2,37 ,0,0
264,2015/1/3,0,0 ,0,0
264,2015/1/4,0,0 ,0,0
264,2015/1/5,0,0 ,0,0
264,2015/1/6,0,0 ,0,0
264,2015/1/7,0,0 ,0,0
264,2015/1/8,0,0 ,0,0
264,2015/1/9,0,0 ,0,0
264,2015/1/10,0,0 ,0,0
264,2015/1/11,0,0 ,0,0
264,2015/1/12,0,0 ,0,0
264,2015/1/13,0,0 ,0,0
264,2015/1/14,0,0 ,0,0
264,2015/1/15,0,0 ,0,0
264,2015/1/16,2,209 ,0,0
264,2015/1/17,2,191 ,0,0
264,2015/1/18,1,15 ,0,0
264,2015/1/19,0,0 ,0,0
264,2015/1/20,1,97 ,0,0
264,2015/1/21,1,28 ,0,0
264,2015/1/22,1,11 ,0,0
264,2015/1/23,3,102 ,0,0
264,2015/1/24,1,215 ,0,0
264,2015/1/25,1,210 ,0,0
264,2015/1/26,1,103 ,1,0
264,2015/1/27,1,31 ,0,0
264,2015/1/28,3,80 ,1,0
264,2015/1/29,1,214 ,0,0
264,2015/1/30,2,123 ,0,0
264,2015/1/31,0,0 ,0,0
264,2015/2/1,0,0 ,0,0
264,2015/2/2,1,3 ,0,0
264,2015/2/3,1,32 ,0,0
264,2015/2/4,1,10 ,0,0
264,2015/2/5,0,0 ,0,0
264,2015/2/6,1,9 ,0,0
264,2015/2/7,0,0 ,0,0
264,2015/2/8,2,19 ,0,0
264,2015/2/9,2,41 ,1,0
264,2015/2/10,0,0 ,0,0
264,2015/2/11,3,20 ,0,0
264,2015/2/12,2,18 ,0,0
264,2015/2/13,1,11 ,0,0
264,2015/2/14,2,144 ,0,0
264,2015/2/15,3,74 ,0,0
264,2015/2/16,0,0 ,0,0
264,2015/2/17,1,49 ,0,0
264,2015/2/18,0,0 ,0,0
264,2015/2/19,1,81 ,1,0
264,2015/2/20,2,21 ,0,0
264,2015/2/21,0,0 ,0,0
264,2015/2/22,2,178 ,0,0
264,2015/2/23,2,168 ,1,0
264,2015/2/24,2,88 ,1,1
265,2014/12/4,3,108 ,1,0
265,2014/12/5,1,38 ,0,0
265,2014/12/6,0,0 ,0,0
265,2014/12/7,0,0 ,0,0
265,2014/12/8,0,0 ,0,0
265,2014/12/9,0,0 ,0,0
265,2014/12/10,1,224 ,2,0
265,2014/12/11,1,49 ,0,0
265,2014/12/12,0,0 ,0,0
265,2014/12/13,0,0 ,0,0
265,2014/12/14,0,0 ,0,0
265,2014/12/15,1,50 ,1,0
265,2014/12/16,1,114 ,0,0
265,2014/12/17,1,151 ,1,0
265,2014/12/18,0,0 ,0,0
265,2014/12/19,0,0 ,0,0
265,2014/12/20,0,0 ,0,0
265,2014/12/21,0,0 ,0,0
265,2014/12/22,1,121 ,1,0
265,2014/12/23,1,26 ,0,0
265,2014/12/24,0,0 ,0,0
265,2014/12/25,1,115 ,2,0
265,2014/12/26,2,174 ,0,0
265,2014/12/27,1,104 ,2,0
265,2014/12/28,1,17 ,0,0
265,2014/12/29,1,35 ,0,0
265,2014/12/30,0,0 ,0,0
265,2014/12/31,0,0 ,0,0
265,2015/1/1,0,0 ,0,0
265,2015/1/2,0,0 ,0,0
265,2015/1/3,0,0 ,0,0
265,2015/1/4,0,0 ,0,0
265,2015/1/5,0,0 ,0,0
265,2015/1/6,1,12 ,0,0
265,2015/1/7,0,0 ,0,0
265,2015/1/8,1,13 ,0,0
265,2015/1/9,1,193 ,0,0
265,2015/1/10,2,180 ,1,0
266,2015/6/6,2,265 ,1,0
266,2015/6/7,1,220 ,3,0
266,2015/6/8,1,291 ,2,0
266,2015/6/9,1,289 ,3,0
266,2015/6/10,2,113 ,0,0
266,2015/6/11,0,0 ,0,0
266,2015/6/12,2,242 ,1,0
266,2015/6/13,1,7 ,1,0
266,2015/6/14,0,0 ,0,0
266,2015/6/15,1,299 ,2,0
266,2015/6/16,1,237 ,3,0
266,2015/6/17,1,256 ,3,0
266,2015/6/18,0,0 ,0,0
266,2015/6/19,2,194 ,1,0
266,2015/6/20,1,41 ,0,0
266,2015/6/21,0,0 ,0,0
266,2015/6/22,2,36 ,0,0
266,2015/6/23,0,0 ,0,0
266,2015/6/24,0,0 ,0,0
266,2015/6/25,1,53 ,1,0
266,2015/6/26,0,0 ,0,0
266,2015/6/27,2,174 ,1,0
266,2015/6/28,2,103 ,2,0
266,2015/6/29,1,2 ,0,0
266,2015/6/30,1,38 ,0,0
266,2015/7/1,0,0 ,0,0
266,2015/7/2,1,126 ,1,0
266,2015/7/3,1,47 ,1,0
266,2015/7/4,1,179 ,2,0
266,2015/7/5,0,0 ,0,0
266,2015/7/6,0,0 ,0,0
266,2015/7/7,1,66 ,0,0
266,2015/7/8,3,76 ,1,0
266,2015/7/9,0,0 ,0,0
266,2015/7/10,2,79 ,2,0
266,2015/7/11,0,0 ,0,0
266,2015/7/12,0,0 ,0,0
266,2015/7/13,0,0 ,0,0
266,2015/7/14,0,0 ,0,0
266,2015/7/15,2,34 ,0,0
266,2015/7/16,2,37 ,0,0
266,2015/7/17,1,11 ,0,0
266,2015/7/18,2,114 ,1,0
266,2015/7/19,1,123 ,1,0
266,2015/7/20,1,153 ,2,0
266,2015/7/21,1,68 ,1,0
266,2015/7/22,0,0 ,0,0
266,2015/7/23,1,41 ,1,0
266,2015/7/24,0,0 ,0,0
266,2015/7/25,0,0 ,0,0
266,2015/7/27,0,0 ,0,0
266,2015/7/28,0,0 ,0,0
266,2015/7/29,0,0 ,0,0
266,2015/7/30,0,0 ,0,0
266,2015/7/31,1,41 ,0,0
266,2015/8/1,2,152 ,3,0
266,2015/8/2,0,0 ,0,0
266,2015/8/3,1,244 ,3,0
266,2015/8/4,0,0 ,0,0
266,2015/8/5,0,0 ,0,0
266,2015/8/6,2,50 ,0,0
266,2015/8/7,0,0 ,0,0
266,2015/8/8,0,0 ,0,0
266,2015/8/9,1,14 ,0,0
266,2015/8/10,0,0 ,0,0
266,2015/8/11,3,108 ,0,0
266,2015/8/12,0,0 ,0,0
266,2015/8/13,0,0 ,0,0
266,2015/8/14,0,0 ,0,0
266,2015/8/15,3,143 ,2,0
266,2015/8/16,2,33 ,0,0
266,2015/8/17,0,0 ,0,0
266,2015/8/18,0,0 ,0,0
266,2015/8/19,1,11 ,0,0
266,2015/8/20,1,43 ,1,0
266,2015/8/21,2,53 ,0,0
266,2015/8/22,0,0 ,0,0
266,2015/8/23,0,0 ,0,0
266,2015/8/24,0,0 ,0,0
266,2015/8/25,1,6 ,0,0
266,2015/8/26,1,37 ,1,0
266,2015/8/27,1,88 ,0,0
267,2015/4/24,1,48 ,0,0
267,2015/4/25,0,0 ,0,0
267,2015/4/26,0,0 ,0,0
267,2015/4/27,1,24 ,0,0
267,2015/4/28,0,0 ,0,0
267,2015/4/29,2,139 ,1,0
267,2015/4/30,0,0 ,0,0
267,2015/5/1,0,0 ,0,0
267,2015/5/2,0,0 ,0,0
267,2015/5/3,0,0 ,0,0
267,2015/5/4,0,0 ,0,0
267,2015/5/5,0,0 ,0,0
267,2015/5/6,0,0 ,0,0
267,2015/5/7,0,0 ,0,0
267,2015/5/8,0,0 ,0,0
267,2015/5/9,0,0 ,0,0
267,2015/5/10,0,0 ,0,0
267,2015/5/11,0,0 ,0,0
267,2015/5/12,0,0 ,0,0
267,2015/5/13,0,0 ,0,0
267,2015/5/14,0,0 ,0,0
267,2015/5/15,0,0 ,0,0
267,2015/5/16,0,0 ,0,0
267,2015/5/17,0,0 ,0,0
267,2015/5/18,0,0 ,0,0
267,2015/5/19,0,0 ,0,0
267,2015/5/20,0,0 ,0,0
267,2015/5/21,0,0 ,0,0
267,2015/5/22,0,0 ,0,0
267,2015/5/23,0,0 ,0,0
267,2015/5/24,0,0 ,0,0
267,2015/5/25,0,0 ,0,0
267,2015/5/26,0,0 ,0,0
267,2015/5/27,0,0 ,0,0
267,2015/5/28,0,0 ,0,0
267,2015/5/29,0,0 ,0,0
267,2015/5/30,0,0 ,0,0
267,2015/5/31,0,0 ,0,0
267,2015/6/1,0,0 ,0,0
267,2015/6/2,0,0 ,0,0
267,2015/6/3,0,0 ,0,0
267,2015/6/4,0,0 ,0,0
267,2015/6/5,0,0 ,0,0
267,2015/6/6,0,0 ,0,0
267,2015/6/7,0,0 ,0,0
267,2015/6/8,0,0 ,0,0
267,2015/6/9,0,0 ,0,0
267,2015/6/10,0,0 ,0,0
267,2015/6/11,0,0 ,0,0
267,2015/6/12,0,0 ,0,0
267,2015/6/13,0,0 ,0,0
267,2015/6/14,0,0 ,0,0
267,2015/6/15,0,0 ,0,0
267,2015/6/16,0,0 ,0,0
267,2015/6/17,0,0 ,0,0
267,2015/6/18,0,0 ,0,0
267,2015/6/19,0,0 ,0,0
267,2015/6/20,0,0 ,0,0
